Model,Accuracy,Precision,Recall,F1 Score,AUC,Stability (%),Avg Time (s),Total Time (s)
XGBoost,0.9583091787439614,0.9560715514275886,0.9400584795321638,0.9474217074217075,0.9798512484915994,4.002911007915086,0.07531328201293945,0.7531328201293945
