Model,Accuracy,Precision,Recall,F1 Score,AUC,Stability (%),Avg Time (s),Total Time (s)
Logistic Regression,0.903719806763285,0.8788494152046782,0.8947368421052632,0.8808587440958382,0.9374338624338623,6.0108724914614395,0.03851187229156494,0.3851187229156494
