Model,F1_Score_Mean,F1_Score_Std,F1_Stability_CV,Accuracy_Mean,Accuracy_Std,Accuracy_Stability_CV,Precision_Mean,Precision_Std,Precision_Stability_CV,Recall_Mean,Recall_Std,Recall_Stability_CV,AUC_Mean,AUC_Std,AUC_Stability_CV,Overall_Stability_Score,Training_Time_Mean,Training_Time_Std,Training_Time_Stability_CV,Rank
XGBoost,0.9302372876057087,0.041043685755901164,4.4121737864906985,0.9431400966183576,0.035290210528354314,3.741778199748677,0.9226232247284878,0.06008344461442329,6.512240642121796,0.9400584795321636,0.037428042745730174,3.9814589794835835,0.9592443686376434,0.03275252301290861,3.414408682891205,23.829918679958205,0.1036299467086792,0.06481681507488404,62.54641359325868,1
GradientBoosting,0.9164999912368333,0.03928564654284575,4.286486297706239,0.9342512077294687,0.031026718134675384,3.3210252101338247,0.9351307189542484,0.05693167822315445,6.088098387658662,0.9011695906432748,0.047559358155198725,5.277514759597003,0.949309036480089,0.040530212540828,4.269443456591187,22.447274792752033,0.2289820909500122,0.051847862122114015,22.64275861356888,2
RandomForest,0.9133771981140402,0.043497595624752486,4.762281751128363,0.9320772946859904,0.034524133549371346,3.7039989865864347,0.9340196078431372,0.05770957772119533,6.178625934252046,0.8959064327485381,0.051402144896715164,5.737445677113768,0.9541051703332405,0.030519364197868496,3.1987421457121954,22.57453219479127,0.19584732055664061,0.025362089925681033,12.949929492829652,3
ELM,0.8910932658301078,0.019095160298774224,2.1428913258575593,0.9102415458937199,0.018413086413365767,2.0228791463574534,0.871204204030964,0.05808743524442477,6.667487940905328,0.9172514619883041,0.04446079262271644,4.847175988832968,0.9454399888610414,0.02729124693125879,2.886618638178842,33.27434862497879,0.04654042720794678,0.009272892114438607,19.924381168669765,4
DNN,0.450239086467293,0.1507598179058893,33.484391390537574,0.5661466313892686,0.07851016671393402,13.86746160111873,0.5537237732103676,0.17742677889374472,32.0424708993554,0.5559230543532655,0.32810548179467525,59.01994515704653,0.483772996819281,0.07495929814730382,15.49472555106372,4.293320130295845,5.222110557556152,1.653681726410076,31.66692294588201,5
