Model,Accuracy,Precision,Recall,F1 Score,AUC,Stability (%),Avg Time (s),Total Time (s)
Random Forest,0.9582608695652175,0.9453467000835423,0.956140350877193,0.9480567105567106,0.9841559918314303,4.675868956843329,0.7317457675933838,7.317457675933838
