Model,Accuracy,Precision,Recall,F1 Score,AUC,Stability (%),Avg Time (s),Total Time (s)
ELM,0.9102415458937199,0.871204204030964,0.9172514619883041,0.8910932658301078,0.9454399888610414,3.914278469598086,0.029463028907775878,0.2946302890777588
